taxonomy_degree	taxonomy	tax_study
species	Serratia halophila	root:Engineered:1
species	Serratia marcescens	root:Environmental:3|root:Host-associated:9
species	Serratia nematodiphila	root:Host-associated:1
species	Serratia proteamaculans	root:Environmental:1
species	Serratia rubidaea	root:Host-associated:2
species	Serratia sp. ATCC 39006	root:Host-associated:1
species	Serratia sp. Ag1	root:Environmental:5|root:Host-associated:3
species	Serratia sp. DD3	root:Environmental:1
species	Serratia sp. KHB	root:Host-associated:1
species	Serratia sp. M24T3	root:Engineered:1|root:Environmental:1|root:Host-associated:1
species	Serratia sp. UW18	root:Environmental:1
species	Serratia sp. mixed culture X13-6	root:Host-associated:1
species	Serratia symbiotica	root:Host-associated:2
species	Setosabatieria hilarula	root:Environmental:1
species	Sharpea azabuensis	root:Host-associated:1
species	Sharpea cateniformis	root:Host-associated:1
species	Sharpea flavefaciens	root:Environmental:1
species	Sharpea p-1630-c5	root:Engineered:1
species	Shewanella Pseudomonadales	root:Environmental:1
species	Shewanella aerophila	root:Engineered:1
species	Shewanella agarivorans	root:Engineered:1
species	Shewanella algae	root:Environmental:4|root:Host-associated:2
species	Shewanella amazonica	root:Host-associated:1
species	Shewanella andropogonis	root:Engineered:1
species	Shewanella autotrophica	root:Environmental:1
species	Shewanella baltica	root:Environmental:1
species	Shewanella benthica	root:Engineered:1|root:Environmental:9
species	Shewanella caviae	root:Engineered:1
species	Shewanella cruenta	root:Host-associated:1
species	Shewanella denitrificans	root:Environmental:8
species	Shewanella depolymerans	root:Engineered:1
species	Shewanella exedens	root:Host-associated:1
species	Shewanella fasciculatus	root:Environmental:1|root:Host-associated:1
species	Shewanella frigidimarina	root:Environmental:3
species	Shewanella fumosum	root:Environmental:1
species	Shewanella haliotis	root:Environmental:1
species	Shewanella hanedai	root:Engineered:1
species	Shewanella hepaticus	root:Host-associated:1
species	Shewanella hippei	root:Environmental:1|root:Host-associated:1
species	Shewanella homiensis	root:Environmental:1|root:Host-associated:2
species	Shewanella hornerae	root:Engineered:1
species	Shewanella humi	root:Host-associated:1
species	Shewanella hydrophila	root:Environmental:3|root:Host-associated:2
species	Shewanella intermedium	root:Environmental:1
species	Shewanella japonica	root:Environmental:1
species	Shewanella kujiense	root:Engineered:1
species	Shewanella lividum	root:Engineered:1
species	Shewanella mediterranea	root:Environmental:5
species	Shewanella mexicanus	root:Engineered:1
species	Shewanella mobilis	root:Environmental:2
species	Shewanella pacifica	root:Environmental:1
species	Shewanella pealeana	root:Environmental:1
species	Shewanella perfringens	root:Host-associated:1
species	Shewanella piezophila	root:Environmental:1
species	Shewanella ramosum	root:Environmental:1
species	Shewanella sp. 104	root:Environmental:1
species	Shewanella sp. TVS38	root:Environmental:1|root:Host-associated:1
species	Shewanella subflava	root:Engineered:1
species	Shewanella taiwanensis	root:Host-associated:1
species	Shewanella tenuis	root:Environmental:1
species	Shewanella turnerae	root:Environmental:1
species	Shewanella viridans	root:Host-associated:1
species	Shewanella vulgaris	root:Engineered:1
species	Shigella dysenteriae	root:Host-associated:1
species	Shigella sonnei	root:Engineered:1|root:Mixed:1
species	Shimazuella oxalaticus	root:Environmental:1
species	Shimia aminovorans	root:Environmental:1
species	Shimia haliotis	root:Environmental:1
species	Shinella sp. SR 5-03	root:Host-associated:1
species	Shuttleworthia eutactus	root:Host-associated:1
species	Shuttleworthia producta	root:Host-associated:1
species	Siboglinum fiordicum	root:Environmental:1
species	Sideroxydans lithotrophicus	root:Environmental:4
species	Sigambra sp. BC-2003	root:Environmental:2
species	Silanimonas lenta	root:Environmental:2
species	Silene sartorii	root:Host-associated:1
species	Siluania monomastiga	root:Environmental:6
species	Silvibacterium bohemicum	root:Engineered:1
species	Simiduia agarivorans	root:Environmental:1|root:Host-associated:1
species	Simiduia curdlanivorans	root:Environmental:1
species	Simkania negevensis	root:Environmental:8|root:Host-associated:3
species	Simplicispira psychrophila	root:Mixed:1
species	Simplicispira wohlfahrtii	root:Environmental:1
species	Simplicomorpha gigantorhabditis	root:Environmental:2
species	Singulisphaera acidiphila	root:Environmental:2|root:Host-associated:1
species	Singulisphaera cretacea	root:Environmental:1
species	Singulisphaera limicolaIII	root:Engineered:1
species	Singulisphaera obscuriglobus	root:Host-associated:1
species	Singulisphaera rosea	root:Environmental:1|root:Host-associated:1
species	Sinimarinibacterium flocculans	root:Environmental:1
species	Sinistrostrombidium cupiformum	root:Environmental:3
species	Sinocalanus sinensis	root:Environmental:18
species	Sinomonas atrocyanea	root:Host-associated:1
species	Sinorhizobium leguminosarum	root:Environmental:1|root:Host-associated:1
species	Sinorhizobium oryzae	root:Engineered:1
species	Sinorhizobium sp. RAC02	root:Environmental:1
species	Sinorickettsia chlamys	root:Environmental:10|root:Host-associated:2
species	Siphonodictyon siphonum	root:Host-associated:1
species	Siphonosphaera cyathina	root:Environmental:2
species	Sistotrema sp	root:Environmental:1
species	Skeletonema ardens	root:Environmental:1
species	Skeletonema costatum	root:Environmental:3
species	Skeletonema menzellii	root:Environmental:1
species	Skeletonema potamos	root:Environmental:1
species	Skermanella aminovorans	root:Environmental:1
species	Skermanella centenum	root:Environmental:1
species	Skermanella fulvum	root:Environmental:2
species	Skermanella indicum	root:Environmental:1
species	Skermanella parvum	root:Environmental:2
species	Skermanella patella	root:Environmental:1
species	Skermanella ruber	root:Environmental:1
species	Skermania piniformis	root:Environmental:4|root:Host-associated:1
species	Skistodiaptomus pygmaeus	root:Environmental:1
species	Slackia acnes	root:Host-associated:1
species	Slackia aerofaciens	root:Host-associated:3
species	Slackia casseliflavus	root:Engineered:1|root:Environmental:2
species	Slackia lenta	root:Host-associated:2
species	Slackia piriformis	root:Host-associated:3
species	Slackia pseudolongum	root:Host-associated:4
species	Slackia stercoris	root:Host-associated:2
species	Slackia vaginae	root:Host-associated:1
species	Smaragdicoccus niigatensis	root:Environmental:6|root:Host-associated:2
species	Smithella cellulosum	root:Environmental:2
species	Smithella mobilis	root:Environmental:1
species	Smithella sp. F21	root:Engineered:6|root:Environmental:1
species	Smithella sp. M82	root:Engineered:1
species	Smithella tenuis	root:Environmental:1
species	Sneathia amnii	root:Host-associated:1
species	Sneathia anaerobius	root:Host-associated:1
species	Sneathia cylindroides	root:Environmental:1|root:Host-associated:1
species	Sneathia dolichum	root:Host-associated:1
species	Sneathia manihotivorans	root:Engineered:1
species	Sneathia moorei	root:Host-associated:1
species	Sneathia sanguinegens	root:Host-associated:5
species	Sneathia somerae	root:Environmental:1
species	Sneathiella glossodoripedis	root:Engineered:1|root:Environmental:5
species	Snodgrassella alvi	root:Host-associated:3
species	Snowella litoralis	root:Environmental:2
species	Snowella sphaerocarpa	root:Environmental:1
species	Sodalis sonnei	root:Engineered:1
species	Sodalis symbiotica	root:Host-associated:1
species	Solanum tuberosum (potato)	root:Engineered:1
species	Solemya velesiana gill symbiont	root:Environmental:1
species	Solenicola setigera	root:Environmental:8
species	Solibacillus muralis	root:Environmental:1
species	Solibacillus silvestris	root:Engineered:2|root:Environmental:1|root:Host-associated:2|root:Mixed:1
species	Solimonas aquatica	root:Environmental:1
species	Solimonas sp. CDMK	root:Environmental:1
species	Solirubrobacter adolescentis	root:Engineered:1
species	Solirubrobacter casseliflavus	root:Engineered:2
species	Solirubrobacter equi	root:Environmental:1
species	Solirubrobacter ochraceum	root:Environmental:1
species	Solirubrobacter soli	root:Engineered:2|root:Environmental:1|root:Host-associated:1
species	Solirubrobacter sp. URHD0082	root:Engineered:2|root:Environmental:7|root:Host-associated:5
species	Solirubrobacter stercoris	root:Engineered:1
species	Solirubrobacter vinacea	root:Host-associated:1
species	Solirubrobacterales bacterium	root:Environmental:1
species	Solirubrobacterales bacterium 67-14	root:Engineered:4|root:Environmental:9|root:Host-associated:1
species	Solirubrobacterales bacterium URHD0059	root:Environmental:2
species	Solitalea canadensis	root:Environmental:9|root:Host-associated:1
species	Solobacterium moorei	root:Host-associated:14
species	Sorangiineae bacterium NIC37A 2	root:Engineered:2
species	Sorangium cellulosum	root:Engineered:2|root:Environmental:26|root:Host-associated:13|root:Mixed:2
species	Sorangium cruenta	root:Environmental:1
species	Sorangium exedens	root:Environmental:1
species	Sorangium fumosum	root:Environmental:1
species	Sorangium lovleyi	root:Environmental:1
species	Sorangium mexicanus	root:Environmental:1
species	Sordariomycetes sp	root:Host-associated:1
species	Spartobacteria bacterium WX31	root:Environmental:2
species	Spathulospora antarctica	root:Environmental:2
species	Spermatozopsis exsultans	root:Environmental:1
species	Spermothamnion repens	root:Mixed:1
species	Sphaeractinomyxon sp. type 9 LFR-2016	root:Environmental:1
species	Sphaerisporangium mirabilis	root:Environmental:1
species	Sphaerisporangium venezuelensis	root:Host-associated:1
species	Sphaerobacter thermophilus	root:Engineered:29
species	Sphaerobolus stellatus	root:Host-associated:1
species	Sphaerochaeta D168	root:Engineered:1
species	Sphaerochaeta flexibilis	root:Environmental:1
species	Sphaerochaeta globosa	root:Engineered:16|root:Environmental:2
species	Sphaerochaeta hydrocarbonoclasticus	root:Environmental:1
species	Sphaerochaeta maltophilia	root:Engineered:1
species	Sphaerochaeta mangrovi	root:Engineered:1
species	Sphaerochaeta metschnikovii	root:Host-associated:1
species	Sphaerochaeta mexicana	root:Environmental:1
species	Sphaerochaeta pleomorpha	root:Mixed:1
species	Sphaerochaeta retroflexus	root:Engineered:1|root:Environmental:1
species	Sphaerochaeta sp. Phil3	root:Host-associated:2
species	Sphaerochaeta sp. SEBR 4209	root:Environmental:1
species	Sphaerolaimus hirsutus	root:Environmental:2
species	Sphaeropsocidae sp. B1642	root:Mixed:1
species	Sphaerotilus montanus	root:Engineered:1
species	Sphaerozoum punctatum	root:Environmental:3
species	Sphingobacteriaceae bacterium BR5-29	root:Environmental:3|root:Host-associated:1
species	Sphingobacteriales bacterium BR5	root:Environmental:1
species	Sphingobacteriales bacterium KIP	root:Environmental:1
species	Sphingobacteriia bacterium SH-52	root:Environmental:1
species	Sphingobacterium faecium	root:Environmental:4
species	Sphingobacterium gobiense	root:Environmental:1
species	Sphingobacterium kyonggiense	root:Host-associated:1
species	Sphingobacterium mizutaii	root:Engineered:2|root:Host-associated:1
species	Sphingobacterium multivorum	root:Engineered:7|root:Environmental:18|root:Host-associated:1
species	Sphingobacterium ochracea	root:Host-associated:1
species	Sphingobacterium sp.	root:Mixed:1
species	Sphingobacterium sp. 21	root:Environmental:1
species	Sphingobacterium sp. CZ-UAM	root:Engineered:1
species	Sphingobacterium sp. G2-10	root:Engineered:1
species	Sphingobacterium sp. HC-6155	root:Engineered:1
species	Sphingobacterium sp. JAS3	root:Host-associated:2
species	Sphingobacterium sp. MIMdw12	root:Engineered:1
species	Sphingobacterium sp. P-7	root:Environmental:4|root:Host-associated:1
species	Sphingobacterium sp. PM2-P1-29	root:Engineered:1
species	Sphingobacterium sp. YIM 101302	root:Host-associated:1
species	Sphingobacterium spiritivorum	root:Engineered:1|root:Host-associated:4
species	Sphingobacterium wenxiniae	root:Engineered:1
species	Sphingobium amiense	root:Environmental:1
species	Sphingobium capsulatum	root:Engineered:1|root:Environmental:2|root:Host-associated:1
species	Sphingobium marina	root:Environmental:1
species	Sphingobium nanhaisediminis	root:Environmental:1
species	Sphingobium natatoria	root:Environmental:1
species	Sphingobium nitrogenifigens	root:Host-associated:1
species	Sphingobium ramosum	root:Environmental:1
species	Sphingobium sibiricus	root:Environmental:2
species	Sphingobium sp. EP60837	root:Host-associated:2
species	Sphingobium sp. RAC03	root:Environmental:1
species	Sphingobium sp. YR768	root:Environmental:1
species	Sphingobium sulfonivorans	root:Engineered:1
species	Sphingobium xenophagum	root:Environmental:3
species	Sphingomonadaceae bacterium Gsoil 359	root:Environmental:1
species	Sphingomonadales bacterium EhC05	root:Environmental:1
species	Sphingomonas acidiphilum	root:Host-associated:1
species	Sphingomonas acnes	root:Host-associated:1
species	Sphingomonas aerophila	root:Environmental:1
species	Sphingomonas amazonica	root:Host-associated:1
species	Sphingomonas astaxanthinifaciens	root:Host-associated:5
species	Sphingomonas azotifigens	root:Environmental:1
species	Sphingomonas biprosthecium	root:Engineered:1
species	Sphingomonas bowmanii	root:Environmental:1
species	Sphingomonas capsulatum	root:Engineered:1|root:Environmental:1
species	Sphingomonas changbaiensis	root:Host-associated:1
species	Sphingomonas daechungensis	root:Environmental:1
species	Sphingomonas echinoides	root:Environmental:3
species	Sphingomonas floricola	root:Host-associated:1
species	Sphingomonas guangdongensis	root:Environmental:1
species	Sphingomonas jaspsi	root:Environmental:1|root:Host-associated:1
species	Sphingomonas lipocyclicus	root:Environmental:1
species	Sphingomonas mazei	root:Environmental:1
species	Sphingomonas nanhaisediminis	root:Environmental:1
species	Sphingomonas naphthae	root:Host-associated:2
species	Sphingomonas nitrogenifigens	root:Host-associated:1
species	Sphingomonas nucifera	root:Environmental:1
species	Sphingomonas organophilum	root:Host-associated:1
species	Sphingomonas oxalaticus	root:Environmental:1
species	Sphingomonas ramosum	root:Environmental:1
species	Sphingomonas rubra	root:Host-associated:1
species	Sphingomonas rugelii	root:Environmental:1
species	Sphingomonas sanguinis	root:Engineered:1
species	Sphingomonas siberiense	root:Host-associated:1
species	Sphingomonas sibiricus	root:Host-associated:2
species	Sphingomonas sp. 1/4 C16 34	root:Environmental:1
